sample;t_index;node;node_clock;degree;C0;C1;C2;C3;C4;C5;C6;C7
K15_N36_amp15_idx6_seed686319836;271;22;1;15;1;4;4;0;0;0;2;4
K15_N36_amp15_idx6_seed686319836;271;24;1;15;4;2;4;0;0;0;1;4
K15_N36_amp15_idx6_seed686319836;271;26;1;15;3;3;3;0;0;0;3;3
K15_N36_amp15_idx6_seed686319836;271;31;1;15;2;4;2;0;0;0;5;2
K15_N36_amp15_idx6_seed686319836;271;35;1;15;4;3;4;0;0;0;3;1
K15_N36_amp15_idx6_seed686319836;271;16;2;15;2;5;3;0;0;0;1;4
K15_N36_amp15_idx6_seed686319836;271;18;2;15;2;4;4;0;0;0;2;3
K15_N36_amp15_idx6_seed686319836;271;21;2;15;0;3;5;0;0;0;1;6
K15_N36_amp15_idx6_seed686319836;271;25;2;15;1;4;5;0;0;0;3;2
K15_N36_amp15_idx6_seed686319836;271;28;2;15;2;4;5;0;0;0;1;3
K15_N36_amp15_idx6_seed686319836;271;30;2;15;2;4;4;0;0;0;3;2
K15_N36_amp15_idx6_seed686319836;271;32;2;15;2;4;4;0;0;0;2;3
K15_N36_amp15_idx6_seed686319836;271;4;6;15;3;3;1;0;0;0;5;3
K15_N36_amp15_idx6_seed686319836;271;5;6;15;1;3;2;0;0;0;3;6
K15_N36_amp15_idx6_seed686319836;271;8;6;15;1;4;2;0;0;0;3;5
K15_N36_amp15_idx6_seed686319836;271;10;6;15;1;1;3;0;0;0;3;7
K15_N36_amp15_idx6_seed686319836;271;19;6;15;0;5;2;0;0;0;4;4
K15_N36_amp15_idx6_seed686319836;271;29;6;15;2;4;1;0;0;0;4;4
K15_N36_amp15_idx6_seed686319836;271;33;6;15;2;3;2;0;0;0;4;4
K15_N36_amp15_idx6_seed686319836;271;7;7;15;2;4;2;0;0;0;3;4
K15_N36_amp15_idx6_seed686319836;271;9;7;15;2;3;2;0;0;0;3;5
K15_N36_amp15_idx6_seed686319836;271;12;7;15;1;2;2;0;0;0;6;4
K15_N36_amp15_idx6_seed686319836;271;13;7;15;2;2;2;0;0;0;4;5
K15_N36_amp15_idx6_seed686319836;271;14;7;15;1;3;3;0;0;0;2;6
K15_N36_amp15_idx6_seed686319836;271;17;7;15;5;3;3;0;0;0;3;1
K15_N36_amp15_idx6_seed686319836;271;20;7;15;1;2;3;0;0;0;5;4
K15_N36_amp15_idx6_seed686319836;271;23;7;15;0;2;4;0;0;0;4;5
K15_N36_amp15_idx6_seed686319836;271;34;7;15;3;3;2;0;0;0;3;4
